age,job,marital,education,default,balance,housing,loan,contact,duration,campaign,pdays,previous,poutcome,last_contact_day
28.0,technician,s,secondary,no,799.0,yes,no,cellular,295.0,1.0,-1.0,0.0,unknown,205.0
31.0,self-employed,s,tertiary,no,578.0,yes,no,cellular,664.0,1.0,319.0,4.0,failure,106.0
25.0,technician,s,secondary,no,-80.0,yes,yes,unknown,89.0,1.0,-1.0,0.0,unknown,153.0
46.0,management,m,tertiary,no,466.0,yes,no,cellular,109.0,8.0,-1.0,0.0,unknown,211.0
35.0,management,m,tertiary,no,-4.0,no,no,cellular,129.0,2.0,-1.0,0.0,unknown,219.0
38.0,technician,m,secondary,yes,0.0,no,yes,cellular,44.0,28.0,-1.0,0.0,unknown,211.0
40.0,unemployed,m,primary,no,3444.0,yes,no,unknown,792.0,4.0,-1.0,0.0,unknown,138.0
33.0,student,m,secondary,no,0.0,no,no,cellular,100.0,1.0,-1.0,0.0,unknown,201.0
51.0,admin.,s,unknown,no,196.0,no,no,unknown,98.0,1.0,-1.0,0.0,unknown,161.0
28.0,management,m,secondary,no,3.0,yes,no,cellular,112.0,2.0,24.0,2.0,other,256.0
41.0,technician,m,secondary,no,2185.0,yes,no,cellular,157.0,4.0,309.0,4.0,other,96.0
51.0,management,s,tertiary,no,8265.0,yes,no,cellular,168.0,3.0,-1.0,0.0,unknown,324.0
27.0,blue-collar,m,secondary,no,30.0,no,yes,cellular,110.0,1.0,334.0,4.0,other,137.0
42.0,management,m,tertiary,no,9009.0,no,no,cellular,135.0,2.0,-1.0,0.0,unknown,323.0
36.0,management,s,tertiary,no,3875.0,yes,no,unknown,21.0,5.0,-1.0,0.0,unknown,146.0
60.0,retired,m,tertiary,no,486.0,no,no,cellular,139.0,4.0,-1.0,0.0,unknown,239.0
52.0,management,m,tertiary,no,1564.0,yes,no,cellular,493.0,1.0,-1.0,0.0,unknown,197.0
55.0,technician,m,secondary,no,956.0,yes,yes,cellular,116.0,4.0,-1.0,0.0,unknown,35.0
31.0,blue-collar,m,primary,no,389.0,yes,no,cellular,198.0,2.0,-1.0,0.0,unknown,323.0
46.0,admin.,m,secondary,no,739.0,yes,no,cellular,250.0,1.0,-1.0,0.0,unknown,203.0
51.0,entrepreneur,m,tertiary,no,-267.0,yes,no,cellular,42.0,1.0,-1.0,0.0,unknown,189.0
30.0,services,s,secondary,no,209.0,yes,no,unknown,30.0,2.0,-1.0,0.0,unknown,125.0
49.0,admin.,m,secondary,no,326.0,yes,no,unknown,99.0,2.0,-1.0,0.0,unknown,126.0
40.0,technician,m,tertiary,no,1034.0,yes,no,cellular,368.0,2.0,-1.0,0.0,unknown,137.0
23.0,services,s,secondary,no,250.0,yes,no,cellular,222.0,1.0,-1.0,0.0,unknown,137.0
47.0,management,m,tertiary,no,1147.0,no,no,cellular,204.0,1.0,-1.0,0.0,unknown,57.0
44.0,services,m,secondary,no,182.0,yes,yes,cellular,209.0,4.0,-1.0,0.0,unknown,187.0
28.0,services,m,secondary,no,20.0,yes,yes,unknown,252.0,2.0,-1.0,0.0,unknown,127.0
48.0,technician,d,secondary,yes,20.0,no,no,cellular,145.0,3.0,-1.0,0.0,unknown,238.0
36.0,unemployed,s,tertiary,no,577.0,yes,no,unknown,155.0,1.0,-1.0,0.0,unknown,149.0
31.0,technician,s,tertiary,no,-564.0,yes,yes,cellular,49.0,15.0,-1.0,0.0,unknown,239.0
82.0,unknown,d,unknown,no,0.0,no,no,telephone,277.0,5.0,-1.0,0.0,unknown,251.0
55.0,technician,m,unknown,no,4746.0,yes,no,cellular,237.0,2.0,182.0,3.0,failure,324.0
34.0,self-employed,m,tertiary,no,980.0,no,no,cellular,243.0,1.0,348.0,3.0,failure,188.0
45.0,technician,d,secondary,no,2657.0,no,no,cellular,895.0,3.0,-1.0,0.0,unknown,218.0
34.0,management,s,tertiary,no,163.0,no,no,unknown,44.0,1.0,-1.0,0.0,unknown,127.0
37.0,management,s,tertiary,no,584.0,yes,no,telephone,115.0,1.0,-1.0,0.0,unknown,132.0
27.0,admin.,s,secondary,no,585.0,no,no,unknown,269.0,3.0,-1.0,0.0,unknown,183.0
35.0,blue-collar,m,primary,no,0.0,yes,no,cellular,265.0,1.0,290.0,2.0,failure,127.0
60.0,retired,m,secondary,no,1339.0,no,yes,cellular,137.0,1.0,-1.0,0.0,unknown,202.0
35.0,unemployed,d,primary,no,118.0,no,no,unknown,12.0,4.0,-1.0,0.0,unknown,170.0
33.0,technician,m,tertiary,no,17455.0,yes,yes,cellular,168.0,3.0,179.0,4.0,failure,321.0
47.0,management,d,tertiary,no,-478.0,yes,no,unknown,27.0,6.0,-1.0,0.0,unknown,153.0
30.0,entrepreneur,m,secondary,no,31.0,no,no,unknown,229.0,1.0,-1.0,0.0,unknown,127.0
28.0,management,s,tertiary,no,1942.0,no,no,cellular,445.0,1.0,-1.0,0.0,unknown,187.0
43.0,technician,s,secondary,no,451.0,no,no,cellular,289.0,2.0,-1.0,0.0,unknown,223.0
58.0,housemaid,m,primary,no,2348.0,no,no,unknown,226.0,1.0,-1.0,0.0,unknown,159.0
56.0,blue-collar,m,secondary,no,317.0,no,no,cellular,112.0,7.0,-1.0,0.0,unknown,218.0
36.0,management,m,tertiary,no,-196.0,yes,yes,cellular,43.0,1.0,-1.0,0.0,unknown,106.0
30.0,technician,m,secondary,no,-306.0,yes,yes,cellular,372.0,1.0,186.0,1.0,failure,321.0
26.0,admin.,m,secondary,no,2469.0,no,no,cellular,136.0,8.0,-1.0,0.0,unknown,196.0
36.0,management,s,tertiary,no,142.0,yes,no,cellular,571.0,1.0,-1.0,0.0,unknown,205.0
36.0,management,m,secondary,no,1736.0,yes,no,unknown,63.0,1.0,-1.0,0.0,unknown,170.0
41.0,services,m,secondary,no,1785.0,no,no,cellular,225.0,7.0,-1.0,0.0,unknown,210.0
29.0,student,s,secondary,no,808.0,no,no,cellular,189.0,1.0,362.0,1.0,other,179.0
29.0,student,s,tertiary,no,652.0,yes,no,cellular,285.0,1.0,-1.0,0.0,unknown,202.0
38.0,blue-collar,m,secondary,no,625.0,yes,yes,cellular,210.0,1.0,-1.0,0.0,unknown,130.0
26.0,blue-collar,s,secondary,no,2613.0,no,no,cellular,435.0,2.0,-1.0,0.0,unknown,28.0
47.0,technician,m,secondary,no,636.0,no,no,cellular,416.0,2.0,-1.0,0.0,unknown,215.0
26.0,student,s,secondary,no,132.0,no,no,cellular,217.0,1.0,-1.0,0.0,unknown,154.0
37.0,management,m,tertiary,no,11391.0,yes,no,cellular,103.0,1.0,-1.0,0.0,unknown,324.0
29.0,management,s,tertiary,no,475.0,no,no,cellular,346.0,2.0,-1.0,0.0,unknown,28.0
45.0,unemployed,m,primary,no,1292.0,yes,no,unknown,70.0,2.0,-1.0,0.0,unknown,133.0
26.0,blue-collar,m,secondary,no,-11.0,yes,yes,cellular,1150.0,3.0,-1.0,0.0,unknown,197.0
55.0,management,m,primary,no,113.0,no,no,cellular,306.0,1.0,457.0,3.0,failure,223.0
54.0,management,m,tertiary,no,1353.0,yes,no,unknown,119.0,2.0,-1.0,0.0,unknown,146.0
32.0,management,m,secondary,no,1215.0,yes,yes,cellular,211.0,2.0,-1.0,0.0,unknown,33.0
45.0,admin.,m,secondary,no,0.0,no,no,cellular,145.0,10.0,-1.0,0.0,unknown,230.0
36.0,technician,s,secondary,no,333.0,no,no,cellular,44.0,2.0,-1.0,0.0,unknown,218.0
45.0,blue-collar,m,primary,no,305.0,yes,no,cellular,211.0,1.0,-1.0,0.0,unknown,34.0
46.0,blue-collar,m,secondary,no,2348.0,no,no,cellular,182.0,1.0,-1.0,0.0,unknown,320.0
55.0,blue-collar,m,primary,no,761.0,no,no,unknown,67.0,1.0,-1.0,0.0,unknown,168.0
34.0,blue-collar,m,secondary,no,7216.0,yes,no,unknown,143.0,2.0,-1.0,0.0,unknown,145.0
33.0,housemaid,m,primary,no,2293.0,yes,no,cellular,457.0,2.0,-1.0,0.0,unknown,322.0
34.0,housemaid,m,primary,no,87.0,yes,no,unknown,139.0,2.0,-1.0,0.0,unknown,134.0
36.0,unemployed,s,primary,no,0.0,no,no,telephone,47.0,3.0,-1.0,0.0,unknown,323.0
35.0,unknown,m,primary,no,634.0,no,no,cellular,185.0,2.0,-1.0,0.0,unknown,187.0
44.0,admin.,d,secondary,no,-43.0,yes,yes,cellular,206.0,1.0,-1.0,0.0,unknown,109.0
49.0,management,m,secondary,no,104.0,yes,no,unknown,285.0,1.0,-1.0,0.0,unknown,127.0
40.0,blue-collar,m,primary,no,540.0,yes,no,unknown,21.0,1.0,-1.0,0.0,unknown,152.0
36.0,services,m,secondary,no,1177.0,yes,yes,cellular,50.0,5.0,-1.0,0.0,unknown,33.0
56.0,retired,m,secondary,no,753.0,no,yes,cellular,314.0,6.0,-1.0,0.0,unknown,217.0
27.0,student,s,secondary,no,538.0,no,no,cellular,124.0,2.0,-1.0,0.0,unknown,154.0
37.0,blue-collar,m,secondary,no,693.0,no,no,cellular,59.0,2.0,-1.0,0.0,unknown,323.0
57.0,unemployed,d,secondary,no,2762.0,no,no,telephone,100.0,1.0,-1.0,0.0,unknown,322.0
35.0,blue-collar,m,secondary,no,496.0,yes,no,cellular,135.0,3.0,-1.0,0.0,unknown,321.0
35.0,admin.,d,secondary,no,404.0,yes,no,cellular,438.0,1.0,-1.0,0.0,unknown,125.0
28.0,admin.,s,tertiary,no,373.0,yes,no,cellular,126.0,1.0,-1.0,0.0,unknown,34.0
44.0,entrepreneur,m,primary,no,5038.0,no,no,cellular,199.0,7.0,-1.0,0.0,unknown,187.0
32.0,services,s,secondary,no,358.0,yes,no,unknown,1144.0,3.0,-1.0,0.0,unknown,135.0
46.0,self-employed,m,secondary,no,0.0,no,yes,telephone,150.0,2.0,-1.0,0.0,unknown,205.0
41.0,blue-collar,s,unknown,no,2835.0,yes,no,unknown,53.0,1.0,-1.0,0.0,unknown,147.0
46.0,entrepreneur,m,secondary,no,118.0,yes,no,cellular,296.0,1.0,-1.0,0.0,unknown,189.0
55.0,admin.,m,secondary,no,0.0,no,no,cellular,16.0,28.0,-1.0,0.0,unknown,239.0
36.0,technician,m,tertiary,no,844.0,yes,yes,cellular,129.0,1.0,-1.0,0.0,unknown,297.0
46.0,management,m,tertiary,no,3.0,no,no,cellular,92.0,4.0,-1.0,0.0,unknown,229.0
39.0,technician,m,tertiary,no,2869.0,no,no,cellular,115.0,1.0,-1.0,0.0,unknown,92.0
38.0,services,m,secondary,no,1005.0,yes,yes,unknown,152.0,2.0,-1.0,0.0,unknown,159.0
60.0,admin.,d,secondary,no,0.0,no,yes,telephone,357.0,7.0,-1.0,0.0,unknown,196.0
40.0,self-employed,m,secondary,no,672.0,yes,no,unknown,164.0,2.0,-1.0,0.0,unknown,124.0
32.0,services,m,secondary,no,1844.0,yes,yes,cellular,168.0,6.0,-1.0,0.0,unknown,197.0
52.0,management,m,unknown,no,414.0,yes,no,cellular,424.0,1.0,-1.0,0.0,unknown,188.0
67.0,retired,m,primary,no,4066.0,no,no,cellular,104.0,6.0,-1.0,0.0,unknown,91.0
55.0,services,m,secondary,no,879.0,no,no,cellular,183.0,8.0,-1.0,0.0,unknown,239.0
41.0,management,m,tertiary,no,-195.0,no,yes,cellular,112.0,1.0,-1.0,0.0,unknown,323.0
28.0,unemployed,s,tertiary,no,1638.0,no,no,cellular,238.0,1.0,-1.0,0.0,unknown,28.0
36.0,blue-collar,s,primary,no,109.0,yes,no,telephone,200.0,2.0,370.0,2.0,failure,131.0
23.0,student,s,secondary,no,922.0,no,no,cellular,81.0,5.0,99.0,3.0,other,243.0
35.0,management,m,tertiary,no,2529.0,yes,no,unknown,104.0,7.0,-1.0,0.0,unknown,153.0
26.0,admin.,m,tertiary,no,2855.0,no,no,cellular,52.0,3.0,-1.0,0.0,unknown,88.0
33.0,services,m,secondary,no,288.0,yes,no,cellular,306.0,1.0,-1.0,0.0,unknown,106.0
36.0,self-employed,m,secondary,no,44.0,yes,no,cellular,199.0,1.0,-1.0,0.0,unknown,321.0
58.0,unemployed,m,secondary,no,0.0,no,no,unknown,84.0,1.0,-1.0,0.0,unknown,183.0
34.0,blue-collar,m,secondary,no,398.0,yes,no,cellular,161.0,2.0,-1.0,0.0,unknown,153.0
31.0,technician,s,tertiary,no,418.0,no,no,cellular,67.0,6.0,-1.0,0.0,unknown,218.0
32.0,technician,m,secondary,no,3322.0,yes,no,cellular,380.0,1.0,74.0,4.0,failure,109.0
46.0,management,m,secondary,no,1098.0,no,no,cellular,99.0,3.0,343.0,3.0,other,127.0
25.0,blue-collar,s,secondary,no,320.0,yes,no,cellular,549.0,3.0,-1.0,0.0,unknown,137.0
70.0,retired,m,primary,no,2346.0,no,no,cellular,190.0,3.0,194.0,2.0,success,235.0
31.0,student,s,secondary,no,241.0,yes,no,cellular,211.0,5.0,-1.0,0.0,unknown,131.0
31.0,management,s,tertiary,no,170.0,yes,yes,cellular,168.0,1.0,265.0,2.0,failure,124.0
58.0,blue-collar,m,primary,no,0.0,yes,no,cellular,5.0,25.0,-1.0,0.0,unknown,211.0
34.0,technician,s,secondary,no,0.0,no,no,cellular,54.0,4.0,-1.0,0.0,unknown,239.0
34.0,student,s,unknown,no,2321.0,no,no,cellular,600.0,2.0,99.0,5.0,failure,312.0
30.0,unemployed,s,secondary,no,0.0,yes,no,cellular,137.0,1.0,-1.0,0.0,unknown,105.0
36.0,unemployed,d,primary,no,0.0,no,no,telephone,304.0,3.0,-1.0,0.0,unknown,184.0
33.0,technician,m,secondary,no,3.0,no,no,cellular,212.0,3.0,-1.0,0.0,unknown,224.0
36.0,blue-collar,m,secondary,no,1409.0,no,no,unknown,235.0,2.0,-1.0,0.0,unknown,167.0
46.0,management,m,tertiary,no,-191.0,yes,no,cellular,674.0,3.0,202.0,3.0,failure,35.0
30.0,admin.,s,tertiary,no,305.0,no,no,cellular,75.0,1.0,105.0,3.0,success,224.0
28.0,blue-collar,m,primary,no,32.0,yes,no,unknown,218.0,1.0,-1.0,0.0,unknown,146.0
45.0,blue-collar,m,primary,no,1291.0,yes,no,cellular,189.0,17.0,-1.0,0.0,unknown,239.0
53.0,technician,m,secondary,no,-3.0,no,no,unknown,1666.0,1.0,-1.0,0.0,unknown,124.0
37.0,blue-collar,m,secondary,no,208.0,no,no,cellular,466.0,1.0,-1.0,0.0,unknown,132.0
44.0,blue-collar,m,primary,no,314.0,yes,no,unknown,742.0,2.0,-1.0,0.0,unknown,149.0
43.0,blue-collar,m,secondary,no,607.0,yes,no,unknown,172.0,2.0,-1.0,0.0,unknown,145.0
49.0,management,m,tertiary,no,1.0,no,no,telephone,640.0,2.0,101.0,4.0,success,224.0
53.0,self-employed,m,tertiary,no,217.0,no,no,cellular,121.0,5.0,-1.0,0.0,unknown,222.0
57.0,entrepreneur,m,secondary,no,9902.0,no,no,cellular,88.0,3.0,-1.0,0.0,unknown,168.0
57.0,services,d,primary,no,1920.0,no,no,unknown,77.0,2.0,-1.0,0.0,unknown,138.0
42.0,self-employed,m,tertiary,no,10072.0,no,no,cellular,137.0,3.0,208.0,1.0,failure,319.0
29.0,student,s,secondary,no,181.0,yes,no,cellular,180.0,1.0,-1.0,0.0,unknown,203.0
35.0,management,s,tertiary,no,2928.0,yes,no,cellular,54.0,1.0,-1.0,0.0,unknown,321.0
26.0,blue-collar,s,secondary,no,972.0,yes,no,unknown,177.0,10.0,-1.0,0.0,unknown,139.0
41.0,admin.,m,secondary,no,1327.0,yes,yes,cellular,425.0,2.0,176.0,2.0,failure,321.0
23.0,housemaid,m,tertiary,no,1226.0,no,no,cellular,350.0,4.0,-1.0,0.0,unknown,211.0
33.0,management,s,tertiary,no,0.0,yes,no,cellular,454.0,1.0,-1.0,0.0,unknown,188.0
31.0,technician,s,tertiary,no,4561.0,yes,no,cellular,301.0,1.0,274.0,2.0,failure,134.0
26.0,unemployed,s,secondary,no,1.0,no,no,telephone,14.0,20.0,-1.0,0.0,unknown,211.0
49.0,unemployed,m,primary,yes,11.0,yes,no,telephone,166.0,8.0,-1.0,0.0,unknown,211.0
28.0,blue-collar,m,secondary,no,2257.0,yes,no,cellular,352.0,1.0,-1.0,0.0,unknown,134.0
30.0,blue-collar,s,secondary,no,1073.0,yes,no,cellular,1130.0,4.0,-1.0,0.0,unknown,124.0
51.0,blue-collar,m,primary,no,173.0,yes,no,unknown,529.0,2.0,-1.0,0.0,unknown,124.0
29.0,management,s,tertiary,no,983.0,yes,no,cellular,963.0,2.0,-1.0,0.0,unknown,191.0
38.0,blue-collar,m,primary,no,580.0,yes,no,unknown,572.0,6.0,-1.0,0.0,unknown,149.0
44.0,blue-collar,m,primary,no,-237.0,yes,no,telephone,73.0,1.0,-1.0,0.0,unknown,190.0
45.0,unemployed,m,secondary,no,2040.0,no,no,telephone,803.0,1.0,-1.0,0.0,unknown,32.0
29.0,blue-collar,s,primary,no,170.0,yes,no,cellular,216.0,1.0,-1.0,0.0,unknown,188.0
25.0,services,s,secondary,no,443.0,yes,no,cellular,133.0,1.0,-1.0,0.0,unknown,124.0
29.0,admin.,m,secondary,no,252.0,yes,no,cellular,1223.0,3.0,371.0,1.0,failure,134.0
57.0,admin.,m,primary,no,389.0,no,no,cellular,108.0,2.0,-1.0,0.0,unknown,189.0
51.0,blue-collar,d,tertiary,no,257.0,yes,no,unknown,190.0,1.0,-1.0,0.0,unknown,132.0
49.0,admin.,d,secondary,no,333.0,yes,no,unknown,36.0,3.0,-1.0,0.0,unknown,146.0
30.0,management,s,tertiary,no,1041.0,no,no,cellular,68.0,1.0,-1.0,0.0,unknown,216.0
60.0,retired,m,secondary,no,523.0,no,no,cellular,192.0,3.0,-1.0,0.0,unknown,224.0
32.0,admin.,s,secondary,no,678.0,yes,no,cellular,1579.0,1.0,246.0,4.0,failure,34.0
38.0,management,s,tertiary,no,11971.0,yes,no,cellular,327.0,3.0,-1.0,0.0,unknown,219.0
71.0,retired,m,tertiary,no,653.0,no,no,telephone,471.0,1.0,189.0,1.0,success,245.0
56.0,retired,m,primary,no,842.0,no,yes,unknown,108.0,1.0,-1.0,0.0,unknown,155.0
36.0,services,s,secondary,no,248.0,yes,no,unknown,90.0,2.0,-1.0,0.0,unknown,126.0
30.0,management,s,tertiary,no,222.0,no,yes,cellular,111.0,1.0,204.0,2.0,other,34.0
57.0,blue-collar,m,unknown,no,108.0,no,no,unknown,98.0,1.0,-1.0,0.0,unknown,162.0
35.0,technician,m,secondary,no,295.0,yes,no,unknown,882.0,2.0,-1.0,0.0,unknown,148.0
41.0,services,d,secondary,no,5745.0,yes,yes,cellular,69.0,3.0,357.0,1.0,failure,134.0
37.0,blue-collar,m,secondary,no,6.0,yes,no,unknown,174.0,9.0,-1.0,0.0,unknown,154.0
42.0,admin.,m,primary,no,1547.0,yes,yes,unknown,272.0,3.0,-1.0,0.0,unknown,146.0
59.0,retired,d,primary,no,47.0,yes,no,telephone,110.0,3.0,374.0,1.0,failure,137.0
50.0,management,m,tertiary,no,782.0,no,no,cellular,335.0,1.0,-1.0,0.0,unknown,196.0
48.0,management,m,tertiary,no,288.0,no,no,cellular,585.0,3.0,-1.0,0.0,unknown,229.0
36.0,management,m,tertiary,no,-26.0,no,no,cellular,214.0,2.0,-1.0,0.0,unknown,106.0
54.0,technician,m,secondary,no,472.0,yes,yes,cellular,229.0,2.0,150.0,1.0,failure,320.0
38.0,entrepreneur,m,secondary,no,0.0,yes,yes,cellular,305.0,2.0,154.0,1.0,failure,109.0
41.0,entrepreneur,m,tertiary,no,1065.0,yes,yes,unknown,553.0,1.0,-1.0,0.0,unknown,148.0
59.0,retired,m,primary,no,21.0,no,no,telephone,127.0,3.0,-1.0,0.0,unknown,188.0
33.0,technician,d,secondary,no,488.0,no,no,cellular,332.0,2.0,-1.0,0.0,unknown,216.0
41.0,services,d,secondary,no,-19.0,yes,no,unknown,201.0,1.0,-1.0,0.0,unknown,138.0
59.0,management,m,tertiary,no,281.0,no,no,cellular,430.0,2.0,-1.0,0.0,unknown,188.0
39.0,unemployed,m,tertiary,no,11787.0,no,no,unknown,104.0,4.0,-1.0,0.0,unknown,166.0
37.0,self-employed,s,tertiary,no,676.0,no,no,cellular,133.0,2.0,-1.0,0.0,unknown,216.0
36.0,services,m,secondary,no,3988.0,yes,yes,cellular,141.0,1.0,-1.0,0.0,unknown,133.0
33.0,unemployed,s,primary,no,396.0,no,no,cellular,382.0,3.0,-1.0,0.0,unknown,52.0
53.0,housemaid,s,primary,no,80.0,no,no,cellular,230.0,2.0,-1.0,0.0,unknown,35.0
43.0,technician,d,unknown,no,205.0,yes,no,unknown,1419.0,1.0,-1.0,0.0,unknown,124.0
52.0,self-employed,m,tertiary,no,6657.0,no,no,telephone,917.0,1.0,-1.0,0.0,unknown,119.0
34.0,technician,m,tertiary,no,127.0,no,no,cellular,117.0,1.0,-1.0,0.0,unknown,153.0
31.0,technician,s,tertiary,no,1320.0,no,no,cellular,377.0,1.0,-1.0,0.0,unknown,34.0
64.0,entrepreneur,m,tertiary,no,2331.0,no,no,telephone,201.0,1.0,-1.0,0.0,unknown,312.0
48.0,blue-collar,m,secondary,no,0.0,yes,no,unknown,105.0,1.0,-1.0,0.0,unknown,145.0
34.0,technician,s,secondary,no,161.0,no,yes,cellular,61.0,2.0,-1.0,0.0,unknown,219.0
30.0,technician,m,tertiary,no,3418.0,no,no,cellular,211.0,7.0,-1.0,0.0,unknown,236.0
34.0,management,d,tertiary,no,2240.0,no,no,cellular,220.0,2.0,184.0,3.0,success,250.0
48.0,management,d,tertiary,no,2263.0,no,no,cellular,874.0,2.0,-1.0,0.0,unknown,209.0
59.0,unknown,m,secondary,no,402.0,no,no,telephone,69.0,5.0,-1.0,0.0,unknown,205.0
31.0,technician,s,tertiary,no,3194.0,no,no,cellular,140.0,2.0,-1.0,0.0,unknown,222.0
37.0,entrepreneur,m,secondary,no,2971.0,no,no,cellular,361.0,2.0,188.0,11.0,other,320.0
61.0,management,m,tertiary,no,267.0,no,no,cellular,192.0,3.0,184.0,1.0,success,293.0
30.0,management,s,secondary,no,46.0,no,no,cellular,93.0,4.0,-1.0,0.0,unknown,231.0
29.0,services,s,secondary,no,0.0,no,no,cellular,12.0,1.0,514.0,3.0,failure,181.0
46.0,management,m,secondary,no,21.0,yes,no,cellular,124.0,1.0,338.0,2.0,failure,126.0
37.0,technician,s,unknown,no,334.0,no,yes,cellular,442.0,12.0,-1.0,0.0,unknown,205.0
28.0,blue-collar,s,secondary,no,2528.0,yes,no,cellular,190.0,8.0,-1.0,0.0,unknown,137.0
32.0,management,m,tertiary,no,2204.0,no,no,cellular,123.0,4.0,-1.0,0.0,unknown,238.0
31.0,management,d,tertiary,no,1742.0,yes,no,cellular,156.0,1.0,-1.0,0.0,unknown,109.0
31.0,management,m,tertiary,no,2344.0,yes,no,cellular,221.0,6.0,-1.0,0.0,unknown,225.0
36.0,management,m,tertiary,no,25.0,yes,no,cellular,393.0,1.0,-1.0,0.0,unknown,197.0
26.0,unemployed,m,primary,no,70.0,yes,no,unknown,99.0,2.0,-1.0,0.0,unknown,147.0
33.0,blue-collar,m,primary,no,324.0,yes,no,cellular,217.0,2.0,-1.0,0.0,unknown,132.0
59.0,management,m,tertiary,no,296.0,no,yes,cellular,805.0,3.0,-1.0,0.0,unknown,195.0
40.0,blue-collar,m,unknown,no,222.0,yes,no,unknown,465.0,8.0,-1.0,0.0,unknown,139.0
31.0,services,m,secondary,no,-414.0,yes,no,cellular,1369.0,3.0,-1.0,0.0,unknown,125.0
39.0,blue-collar,m,secondary,no,5201.0,no,no,unknown,317.0,1.0,-1.0,0.0,unknown,159.0
45.0,blue-collar,m,secondary,no,1778.0,yes,no,cellular,41.0,1.0,251.0,5.0,failure,34.0
26.0,technician,s,secondary,no,218.0,yes,no,unknown,436.0,1.0,-1.0,0.0,unknown,146.0
26.0,technician,s,secondary,no,24299.0,yes,no,unknown,704.0,1.0,-1.0,0.0,unknown,132.0
58.0,retired,m,secondary,no,13.0,no,no,cellular,92.0,4.0,-1.0,0.0,unknown,218.0
50.0,housemaid,m,primary,no,0.0,no,no,cellular,52.0,3.0,-1.0,0.0,unknown,238.0
34.0,technician,d,secondary,no,558.0,no,no,cellular,108.0,2.0,-1.0,0.0,unknown,323.0
31.0,management,s,tertiary,no,471.0,no,no,cellular,153.0,2.0,-1.0,0.0,unknown,240.0
30.0,services,s,secondary,no,1599.0,no,no,cellular,152.0,2.0,-1.0,0.0,unknown,41.0
35.0,admin.,s,secondary,no,6554.0,no,no,cellular,226.0,1.0,-1.0,0.0,unknown,209.0
35.0,blue-collar,d,primary,no,37.0,no,yes,cellular,104.0,7.0,-1.0,0.0,unknown,209.0
24.0,technician,s,secondary,no,-46.0,yes,no,unknown,23.0,1.0,-1.0,0.0,unknown,138.0
44.0,technician,m,tertiary,no,0.0,no,no,cellular,41.0,2.0,-1.0,0.0,unknown,225.0
48.0,technician,d,tertiary,no,375.0,no,no,cellular,212.0,2.0,-1.0,0.0,unknown,231.0
30.0,admin.,s,tertiary,no,305.0,no,no,cellular,633.0,1.0,85.0,2.0,success,119.0
28.0,blue-collar,s,secondary,no,9.0,yes,no,unknown,115.0,1.0,-1.0,0.0,unknown,289.0
41.0,self-employed,m,secondary,no,1.0,no,no,cellular,55.0,4.0,-1.0,0.0,unknown,230.0
42.0,blue-collar,m,primary,no,1288.0,yes,no,unknown,295.0,1.0,-1.0,0.0,unknown,133.0
55.0,blue-collar,m,primary,no,7303.0,yes,no,cellular,166.0,3.0,-1.0,0.0,unknown,218.0
41.0,management,d,tertiary,no,47.0,yes,no,unknown,160.0,1.0,-1.0,0.0,unknown,127.0
25.0,student,s,tertiary,no,58.0,no,no,cellular,139.0,5.0,-1.0,0.0,unknown,204.0
26.0,management,s,tertiary,no,2722.0,no,no,cellular,206.0,1.0,-1.0,0.0,unknown,36.0
55.0,retired,m,secondary,no,529.0,yes,no,cellular,33.0,4.0,8.0,3.0,other,35.0
30.0,technician,d,tertiary,no,33.0,yes,no,cellular,87.0,3.0,-1.0,0.0,unknown,127.0
28.0,management,s,tertiary,no,207.0,no,no,cellular,129.0,1.0,94.0,4.0,failure,239.0
25.0,admin.,s,tertiary,no,760.0,yes,no,cellular,223.0,3.0,89.0,2.0,failure,146.0
59.0,retired,m,secondary,no,136.0,no,no,cellular,301.0,4.0,-1.0,0.0,unknown,217.0
31.0,technician,m,secondary,no,684.0,yes,no,cellular,620.0,3.0,-1.0,0.0,unknown,340.0
34.0,management,s,tertiary,no,2561.0,no,no,cellular,554.0,1.0,-1.0,0.0,unknown,362.0
28.0,admin.,m,secondary,no,503.0,no,yes,cellular,553.0,2.0,-1.0,0.0,unknown,201.0
44.0,technician,m,secondary,no,3444.0,no,no,cellular,212.0,3.0,-1.0,0.0,unknown,217.0
30.0,management,d,tertiary,no,0.0,no,no,cellular,209.0,2.0,-1.0,0.0,unknown,233.0
58.0,technician,m,unknown,no,-509.0,no,yes,cellular,239.0,1.0,-1.0,0.0,unknown,188.0
33.0,admin.,m,secondary,no,4902.0,yes,no,cellular,110.0,1.0,-1.0,0.0,unknown,323.0
53.0,blue-collar,m,primary,no,2135.0,no,no,cellular,152.0,2.0,-1.0,0.0,unknown,34.0
40.0,blue-collar,m,primary,no,-310.0,yes,yes,cellular,133.0,2.0,363.0,5.0,failure,145.0
39.0,housemaid,m,primary,no,0.0,no,no,cellular,90.0,1.0,-1.0,0.0,unknown,229.0
45.0,technician,s,tertiary,no,0.0,no,no,cellular,87.0,4.0,-1.0,0.0,unknown,233.0
34.0,services,m,secondary,no,0.0,yes,no,cellular,248.0,1.0,-1.0,0.0,unknown,324.0
50.0,blue-collar,m,tertiary,no,267.0,yes,no,cellular,187.0,3.0,-1.0,0.0,unknown,132.0
